user_id,text,timestamp,latitude,longitude
148149,fire in downtown,2023-01-01 00:00:00,37.891325659478596,-122.11982266434997
133822,fire in downtown,2023-01-01 00:01:00,37.261544591843126,-121.59227895385246
117131,emergency in Zone A,2023-01-01 00:02:00,37.97616507104156,-122.42566001539146
197271,flood near river,2023-01-01 00:03:00,37.21717104489701,-121.74709706431912
105884,earthquake felt,2023-01-01 00:04:00,37.8120956599819,-121.62489455016527
139211,flood near river,2023-01-01 00:05:00,37.49633235629485,-122.38476010298386
157358,earthquake felt,2023-01-01 00:06:00,37.17594489995982,-122.43435641588547
151425,fire in downtown,2023-01-01 00:07:00,37.43706505929455,-122.11787144426818
108184,earthquake felt,2023-01-01 00:08:00,37.51900273117788,-122.05361879794476
194832,flood near river,2023-01-01 00:09:00,37.92592775929877,-122.01158923289584
171655,fire in downtown,2023-01-01 00:10:00,37.79232014620062,-122.49393232551762
103697,flood near river,2023-01-01 00:11:00,37.32826329441161,-122.16898837856374
130209,emergency in Zone A,2023-01-01 00:12:00,37.39916286634253,-121.5359253139827
116583,fire in downtown,2023-01-01 00:13:00,37.93748832906616,-122.27158770230795
125719,evacuate Zone C,2023-01-01 00:14:00,37.04900504297369,-122.1125318675551
196590,evacuate Zone C,2023-01-01 00:15:00,37.1166812400425,-121.9669071161223
122730,flood near river,2023-01-01 00:16:00,37.13297492855434,-121.93479715356446
195819,emergency in Zone A,2023-01-01 00:17:00,37.27017124687063,-121.80678670993167
171138,emergency in Zone A,2023-01-01 00:18:00,37.066893165728644,-121.53280708928393
181137,emergency in Zone A,2023-01-01 00:19:00,37.24588326668981,-121.76095934515634
187512,fire in downtown,2023-01-01 00:20:00,37.98004626834053,-121.98907580320824
169272,emergency in Zone A,2023-01-01 00:21:00,37.571556079102045,-121.51786125012906
108521,flood near river,2023-01-01 00:22:00,37.71458598832827,-122.23821694448236
132760,emergency in Zone A,2023-01-01 00:23:00,37.02092220938228,-121.67295848169624
172231,earthquake felt,2023-01-01 00:24:00,37.94090825038094,-122.40699715378994
134211,earthquake felt,2023-01-01 00:25:00,37.893958996089296,-121.94521971185004
114204,flood near river,2023-01-01 00:26:00,37.36688072936465,-122.27523459298114
129477,earthquake felt,2023-01-01 00:27:00,37.39771671457524,-122.38785178047225
142756,emergency in Zone A,2023-01-01 00:28:00,37.80002140923369,-122.06486147297079
188399,flood near river,2023-01-01 00:29:00,37.91707635142281,-122.01741600899028
131698,fire in downtown,2023-01-01 00:30:00,37.58603472669539,-122.41954063799706
127884,emergency in Zone A,2023-01-01 00:31:00,37.25655357607417,-121.81987165253
109559,earthquake felt,2023-01-01 00:32:00,37.11957060849905,-122.00289257490256
160194,earthquake felt,2023-01-01 00:33:00,37.54885911770687,-121.78533919167695
188466,fire in downtown,2023-01-01 00:34:00,37.725689399206836,-122.39238207181756
194892,flood near river,2023-01-01 00:35:00,37.07102444659038,-122.39034122279752
111913,evacuate Zone C,2023-01-01 00:36:00,37.22303377269697,-121.83694266451285
156034,fire in downtown,2023-01-01 00:37:00,37.94446355653388,-121.84428446354269
197288,flood near river,2023-01-01 00:38:00,37.2373766448588,-121.65139097683303
116301,flood near river,2023-01-01 00:39:00,37.143266582494164,-121.96880921178598
115453,flood near river,2023-01-01 00:40:00,37.01722362480717,-121.725490748316
178113,fire in downtown,2023-01-01 00:41:00,37.74434919943672,-122.11467410625191
140995,emergency in Zone A,2023-01-01 00:42:00,37.02206858832446,-121.80860323800663
161526,flood near river,2023-01-01 00:43:00,37.41700815677566,-122.05556401413078
149076,evacuate Zone C,2023-01-01 00:44:00,37.01019690779904,-121.9925960307124
162214,fire in downtown,2023-01-01 00:45:00,37.57148048971141,-122.03024347669027
183989,emergency in Zone A,2023-01-01 00:46:00,37.648824210760836,-121.67178653320126
161694,flood near river,2023-01-01 00:47:00,37.1741153619535,-122.49576815327998
142038,earthquake felt,2023-01-01 00:48:00,37.77617646011788,-122.02795459396833
102856,earthquake felt,2023-01-01 00:49:00,37.676926623266205,-121.64194144551588
120027,fire in downtown,2023-01-01 00:50:00,37.44932784008678,-122.38638486738736
167755,evacuate Zone C,2023-01-01 00:51:00,37.166323961341135,-121.87577986965194
155603,emergency in Zone A,2023-01-01 00:52:00,37.01738413953558,-122.29680276638824
134132,earthquake felt,2023-01-01 00:53:00,37.158281892320325,-122.04572887458451
128980,earthquake felt,2023-01-01 00:54:00,37.19392071953955,-121.97262320833252
162918,emergency in Zone A,2023-01-01 00:55:00,37.74617620768926,-122.46399997936493
145901,evacuate Zone C,2023-01-01 00:56:00,37.64672940670864,-121.83608200549108
197730,earthquake felt,2023-01-01 00:57:00,37.37403223506658,-122.38263084326006
148681,evacuate Zone C,2023-01-01 00:58:00,37.139836755593024,-121.76095323931663
151224,flood near river,2023-01-01 00:59:00,37.82141700197308,-122.13520460147654
154615,evacuate Zone C,2023-01-01 01:00:00,37.90500873626056,-122.34718289071652
115308,evacuate Zone C,2023-01-01 01:01:00,37.12669261455194,-122.46319278774443
166324,emergency in Zone A,2023-01-01 01:02:00,37.478077660244885,-122.06215418697623
125600,fire in downtown,2023-01-01 01:03:00,37.9280059839624,-121.95950932240086
142767,flood near river,2023-01-01 01:04:00,37.988951737161955,-121.92076579512006
189526,emergency in Zone A,2023-01-01 01:05:00,37.485192674984816,-122.39354411121171
176160,earthquake felt,2023-01-01 01:06:00,37.80122901782407,-121.5962726523803
157102,emergency in Zone A,2023-01-01 01:07:00,37.9555402928938,-122.2514700262811
145969,fire in downtown,2023-01-01 01:08:00,37.03978608276644,-122.16622646712754
139187,evacuate Zone C,2023-01-01 01:09:00,37.061671459669526,-121.61145066138685
125626,earthquake felt,2023-01-01 01:10:00,37.26002908584243,-122.04570823590787
174997,evacuate Zone C,2023-01-01 01:11:00,37.0253652100537,-121.87597364004118
195670,evacuate Zone C,2023-01-01 01:12:00,37.39969666822611,-122.33379437300772
193981,evacuate Zone C,2023-01-01 01:13:00,37.826894423502324,-121.93534891778748
149016,earthquake felt,2023-01-01 01:14:00,37.2405920044258,-122.05991163783781
151035,fire in downtown,2023-01-01 01:15:00,37.85943389761726,-121.54274078418571
133150,evacuate Zone C,2023-01-01 01:16:00,37.55237164680444,-121.64511855636479
147742,fire in downtown,2023-01-01 01:17:00,37.33247025809641,-121.75294516139361
175666,evacuate Zone C,2023-01-01 01:18:00,37.649044146414305,-122.06723663449775
157320,earthquake felt,2023-01-01 01:19:00,37.797584443994154,-122.4284815856994
192537,flood near river,2023-01-01 01:20:00,37.27458523047959,-122.3972608712089
144286,evacuate Zone C,2023-01-01 01:21:00,37.190408124659946,-122.49075152995604
142047,earthquake felt,2023-01-01 01:22:00,37.0754952576138,-121.89004379383994
159958,emergency in Zone A,2023-01-01 01:23:00,37.0537465264143,-121.79098084664797
158866,evacuate Zone C,2023-01-01 01:24:00,37.46174100075639,-122.21973390593303
177658,fire in downtown,2023-01-01 01:25:00,37.54089399986378,-121.87755396645666
190450,emergency in Zone A,2023-01-01 01:26:00,37.02437542966703,-121.75815064806784
164478,emergency in Zone A,2023-01-01 01:27:00,37.306830381230355,-121.77157739009688
147848,flood near river,2023-01-01 01:28:00,37.6460702267069,-121.88285457311352
184285,flood near river,2023-01-01 01:29:00,37.54355073356923,-121.54218945399286
116132,flood near river,2023-01-01 01:30:00,37.26456584326919,-121.68137913193091
167488,earthquake felt,2023-01-01 01:31:00,37.32714312545772,-122.1867362370504
148911,earthquake felt,2023-01-01 01:32:00,37.760743312193746,-121.53986835877114
114660,flood near river,2023-01-01 01:33:00,37.23780670660744,-121.86115390122053
128058,fire in downtown,2023-01-01 01:34:00,37.68976178453351,-122.10524401041107
189976,evacuate Zone C,2023-01-01 01:35:00,37.85066183075679,-122.13050971251653
110049,evacuate Zone C,2023-01-01 01:36:00,37.89886050337737,-122.04938969121594
141433,fire in downtown,2023-01-01 01:37:00,37.524542187645345,-121.72079179552065
132012,fire in downtown,2023-01-01 01:38:00,37.38512922671761,-121.89847573097006
183459,earthquake felt,2023-01-01 01:39:00,37.2061819723894,-121.61200999153117
165114,earthquake felt,2023-01-01 01:40:00,37.583658902505086,-121.85221958526698
156012,flood near river,2023-01-01 01:41:00,37.354441412602824,-122.40144512194779
196325,fire in downtown,2023-01-01 01:42:00,37.20469481257627,-122.22034417589371
169782,earthquake felt,2023-01-01 01:43:00,37.67414168988011,-121.53217491070954
173521,earthquake felt,2023-01-01 01:44:00,37.648786354323775,-122.31655712396532
127352,flood near river,2023-01-01 01:45:00,37.74844107904183,-122.36253286810896
198120,fire in downtown,2023-01-01 01:46:00,37.226102620261905,-121.83782474000952
177582,earthquake felt,2023-01-01 01:47:00,37.04024981019972,-122.45699589567873
180628,earthquake felt,2023-01-01 01:48:00,37.04853095455517,-121.99047861670944
185750,evacuate Zone C,2023-01-01 01:49:00,37.74319145781543,-122.36003725038002
111123,fire in downtown,2023-01-01 01:50:00,37.43638781246536,-121.55574024813285
180895,flood near river,2023-01-01 01:51:00,37.01674812383444,-121.56169119382561
168780,evacuate Zone C,2023-01-01 01:52:00,37.74852339523586,-122.0374632851481
121400,earthquake felt,2023-01-01 01:53:00,37.77156111107625,-121.76323018061206
102704,fire in downtown,2023-01-01 01:54:00,37.8324496587303,-122.10090254155102
134601,fire in downtown,2023-01-01 01:55:00,37.33617017902933,-121.55526395194904
